Network,Station,Name,Latitude,Longitude,Elevation,Sensitivity,Site,Vs30
YN,D8114,YN D8114 BHZ ,26.240000,104.110000,0.0,70000000000.0,,
YN,QL001,YN QL001 BHZ ,26.870000,99.380000,0.0,70000000000.0,,
XZ,A0047,XZ A0047 BHZ ,29.750000,91.450000,0.0,70000000000.0,,
YN,E0109,YN E0109 BHZ ,25.010000,100.950000,0.0,70000000000.0,,
YN,L2903,YN L2903 BHZ ,25.710000,99.400000,0.0,70000000000.0,,
GZ,F0002,GZ F0002 BHZ ,27.300000,105.270000,0.0,70000000000.0,,
GS,WUDMJ,GS WUDMJ BHZ ,33.540000,104.920000,0.0,70000000000.0,,
HE,B0043,HE B0043 BHZ ,39.500000,118.410000,0.0,70000000000.0,,
CQ,TOLTP,CQ TOLTP BHZ ,29.920000,105.980000,0.0,70000000000.0,,
GS,K0039,GS K0039 BHZ ,33.840000,105.220000,0.0,70000000000.0,,
JS,F0003,JS F0003 BHZ ,32.400000,120.820000,0.0,70000000000.0,,
TJ,A0034,TJ A0034 BHZ ,38.750000,116.770000,0.0,70000000000.0,,
XJ,AHQ,XJ AHQ BHZ ,40.930000,78.460000,0.0,70000000000.0,,
SC,UM006,SC UM006 BHZ ,31.870000,102.480000,0.0,70000000000.0,,
SC,T2602,SC T2602 BHZ ,30.270000,102.940000,0.0,70000000000.0,,
GD,A1803,GD A1803 BHZ ,23.170000,113.750000,0.0,70000000000.0,,
YN,PY003,YN PY003 BHZ ,26.760000,100.490000,0.0,70000000000.0,,
FJ,C5204,FJ C5204 BHZ ,25.150000,118.820000,0.0,70000000000.0,,
YN,FE003,YN FE003 BHZ ,24.080000,102.200000,0.0,70000000000.0,,
LN,B0025,LN B0025 BHZ ,39.770000,122.470000,0.0,70000000000.0,,
GS,ZQUQG,GS ZQUQG BHZ ,33.360000,104.670000,0.0,70000000000.0,,
SC,UL002,SC UL002 BHZ ,31.530000,102.900000,0.0,70000000000.0,,
SC,V2471,SC V2471 BHZ ,28.820000,101.630000,0.0,70000000000.0,,
YN,P2204,YN P2204 BHZ ,26.310000,100.630000,0.0,70000000000.0,,
SC,V3172,SC V3172 BHZ ,31.370000,98.910000,0.0,70000000000.0,,
GX,LZXZS,GX LZXZS BHZ ,24.590000,109.920000,0.0,70000000000.0,,
YN,S0205,YN S0205 BHZ ,23.660000,100.320000,0.0,70000000000.0,,
SC,UA001,SC UA001 BHZ ,32.860000,101.990000,0.0,70000000000.0,,
SC,U2605,SC U2605 BHZ ,31.810000,101.490000,0.0,70000000000.0,,
SC,NLXJ,SC NLXJ BHZ ,32.360000,100.360000,0.0,70000000000.0,,
YN,C2806,YN C2806 BHZ ,27.480000,104.010000,0.0,70000000000.0,,
SC,MXTM,SC MXTM BHZ ,31.770000,104.070000,0.0,70000000000.0,,
XJ,NA003,XJ NA003 BHZ ,40.700000,81.770000,0.0,70000000000.0,,
GS,J000B,GS J000B BHZ ,35.850000,104.580000,0.0,70000000000.0,,
GD,RQ002,GD RQ002 BHZ ,23.710000,112.920000,0.0,70000000000.0,,
FJ,H2007,FJ H2007 BHZ ,27.050000,117.870000,0.0,70000000000.0,,
GS,PZ003,GS PZ003 BHZ ,34.840000,103.470000,0.0,70000000000.0,,
YN,E3110,YN E3110 BHZ ,25.330000,101.690000,0.0,70000000000.0,,
YN,K0105,YN K0105 BHZ ,21.720000,100.770000,0.0,70000000000.0,,
SC,W2506,SC W2506 BHZ ,26.270000,102.260000,0.0,70000000000.0,,
QH,D0016,QH D0016 BHZ ,35.740000,102.050000,0.0,70000000000.0,,
GS,L0037,GS L0037 BHZ ,35.450000,106.580000,0.0,70000000000.0,,
SC,D2215,SC D2215 BHZ ,26.920000,101.350000,0.0,70000000000.0,,
FJ,C5615,FJ C5615 BHZ ,25.620000,118.080000,0.0,70000000000.0,,
GX,AN001,GX AN001 BHZ ,22.950000,108.540000,0.0,70000000000.0,,
HE,T0030,HE T0030 BHZ ,37.710000,115.780000,0.0,70000000000.0,,
HE,JJ003,HE JJ003 BHZ ,38.230000,116.540000,0.0,70000000000.0,,
GS,P001C,GS P001C BHZ ,34.730000,103.830000,0.0,70000000000.0,,
SC,51HYP,SC 51HYP BHZ ,29.200000,102.790000,0.0,70000000000.0,,
GD,P2107,GD P2107 BHZ ,23.420000,115.060000,0.0,70000000000.0,,
YN,R0112,YN R0112 BHZ ,28.070000,99.490000,0.0,70000000000.0,,
YN,K0102,YN K0102 BHZ ,21.930000,100.730000,0.0,70000000000.0,,
QH,GOMHX,QH GOMHX BHZ ,36.200000,94.810000,0.0,70000000000.0,,
QH,E0022,QH E0022 BHZ ,36.120000,101.290000,0.0,70000000000.0,,
GS,K0092,GS K0092 BHZ ,34.320000,105.170000,0.0,70000000000.0,,
YN,Q2301,YN Q2301 BHZ ,27.430000,98.820000,0.0,70000000000.0,,
NX,E000B,NX E000B BHZ ,36.670000,105.830000,0.0,70000000000.0,,
HE,A0056,HE A0056 BHZ ,38.220000,113.900000,0.0,70000000000.0,,
GD,V2401,GD V2401 BHZ ,22.960000,116.000000,0.0,70000000000.0,,
GD,M2303,GD M2303 BHZ ,24.070000,116.320000,0.0,70000000000.0,,
GD,A1703,GD A1703 BHZ ,23.750000,113.780000,0.0,70000000000.0,,
YN,C2831,YN C2831 BHZ ,27.850000,104.460000,0.0,70000000000.0,,
GS,L0051,GS L0051 BHZ ,35.350000,106.120000,0.0,70000000000.0,,
CQ,TONHY,CQ TONHY BHZ ,30.260000,105.630000,0.0,70000000000.0,,
NX,E003A,NX E003A BHZ ,36.950000,105.790000,0.0,70000000000.0,,
XJ,M0012,XJ M0012 BHZ ,43.320000,85.010000,0.0,70000000000.0,,
LN,B004A,LN B004A BHZ ,39.640000,121.930000,0.0,70000000000.0,,
FJ,J2009,FJ J2009 BHZ ,26.640000,118.880000,0.0,70000000000.0,,
SD,RJ002,SD RJ002 BHZ ,35.590000,115.500000,0.0,70000000000.0,,
SC,51ZG1,SC 51ZG1 BHZ ,29.340000,104.740000,0.0,70000000000.0,,
SC,HT002,SC HT002 BHZ ,32.770000,105.900000,0.0,70000000000.0,,
SX,B0033,SX B0033 BHZ ,39.700000,114.090000,0.0,70000000000.0,,
AH,A0007,AH A0007 BHZ ,31.820000,116.910000,0.0,70000000000.0,,
XJ,Q0082,XJ Q0082 BHZ ,37.720000,77.240000,0.0,70000000000.0,,
HE,A0052,HE A0052 BHZ ,37.830000,114.580000,0.0,70000000000.0,,
QH,D0005,QH D0005 BHZ ,35.350000,101.900000,0.0,70000000000.0,,
HA,E0010,HA E0010 BHZ ,36.260000,114.150000,0.0,70000000000.0,,
FJ,E6319,FJ E6319 BHZ ,23.950000,117.610000,0.0,70000000000.0,,
GD,M8101,GD M8101 BHZ ,24.080000,115.750000,0.0,70000000000.0,,
HE,A0013,HE A0013 BHZ ,38.650000,114.350000,0.0,70000000000.0,,
HE,A0086,HE A0086 BHZ ,38.060000,115.280000,0.0,70000000000.0,,
XJ,HTTZ0,XJ HTTZ0 BHZ ,37.160000,79.060000,0.0,70000000000.0,,
FJ,AXDP,FJ AXDP BHZ ,24.900000,117.970000,0.0,70000000000.0,,
FJ,A0009,FJ A0009 BHZ ,25.780000,118.860000,0.0,70000000000.0,,
YN,LHQ02,YN LHQ02 BHZ ,26.420000,100.350000,0.0,70000000000.0,,
SC,UJ001,SC UJ001 BHZ ,30.790000,102.210000,0.0,70000000000.0,,
SC,Z2304,SC Z2304 BHZ ,29.920000,103.340000,0.0,70000000000.0,,
FJ,XMTA,FJ XMTA BHZ ,24.760000,118.140000,0.0,70000000000.0,,
YN,C2310,YN C2310 BHZ ,28.120000,104.370000,0.0,70000000000.0,,
FJ,B4406,FJ B4406 BHZ ,25.230000,119.110000,0.0,70000000000.0,,
AH,MQ001,AH MQ001 BHZ ,32.130000,118.290000,0.0,70000000000.0,,
GS,WSXML,GS WSXML BHZ ,34.570000,104.680000,0.0,70000000000.0,,
SC,J2302,SC J2302 BHZ ,30.690000,105.180000,0.0,70000000000.0,,
FJ,J2012,FJ J2012 BHZ ,26.670000,119.200000,0.0,70000000000.0,,
HE,D0004,HE D0004 BHZ ,36.260000,114.520000,0.0,70000000000.0,,
XJ,F0029,XJ F0029 BHZ ,44.140000,80.930000,0.0,70000000000.0,,
JS,M0002,JS M0002 BHZ ,33.100000,120.080000,0.0,70000000000.0,,
YN,E2213,YN E2213 BHZ ,24.320000,101.840000,0.0,70000000000.0,,
YN,J2314,YN J2314 BHZ ,24.650000,100.730000,0.0,70000000000.0,,
SC,T2702,SC T2702 BHZ ,30.400000,102.710000,0.0,70000000000.0,,
GS,FG214,GS FG214 BHZ ,40.410000,96.820000,0.0,70000000000.0,,
JS,J0006,JS J0006 BHZ ,33.230000,119.840000,0.0,70000000000.0,,
SC,SMZJ,SC SMZJ BHZ ,28.710000,99.280000,0.0,70000000000.0,,
YN,LX002,YN LX002 BHZ ,25.300000,100.740000,0.0,70000000000.0,,
SC,S2504,SC S2504 BHZ ,31.010000,107.040000,0.0,70000000000.0,,
TJ,WL001,TJ WL001 BHZ ,39.020000,116.920000,0.0,70000000000.0,,
SC,Q2103,SC Q2103 BHZ ,28.890000,104.410000,0.0,70000000000.0,,
SC,W2801,SC W2801 BHZ ,27.310000,102.570000,0.0,70000000000.0,,
GS,WEGSD,GS WEGSD BHZ ,32.860000,104.860000,0.0,70000000000.0,,
SC,T2403,SC T2403 BHZ ,29.000000,102.300000,0.0,70000000000.0,,
YN,S0206,YN S0206 BHZ ,24.010000,99.950000,0.0,70000000000.0,,
SD,Q0056,SD Q0056 BHZ ,35.900000,118.710000,0.0,70000000000.0,,
LN,B0052,LN B0052 BHZ ,39.850000,122.910000,0.0,70000000000.0,,
YN,Q2506,YN Q2506 BHZ ,26.870000,99.190000,0.0,70000000000.0,,
GD,X0603,GD X0603 BHZ ,22.720000,113.190000,0.0,70000000000.0,,
XZ,A0035,XZ A0035 BHZ ,29.890000,91.780000,0.0,70000000000.0,,
FJ,ZNSC,FJ ZNSC BHZ ,27.110000,119.330000,0.0,70000000000.0,,
GS,E0049,GS E0049 BHZ ,34.820000,106.290000,0.0,70000000000.0,,
YN,JN002,YN JN002 BHZ ,23.050000,101.210000,0.0,70000000000.0,,
SC,LC001,SC LC001 BHZ ,29.170000,103.720000,0.0,70000000000.0,,
FJ,XPSC,FJ XPSC BHZ ,26.850000,119.950000,0.0,70000000000.0,,
SC,A2905,SC A2905 BHZ ,30.480000,103.520000,0.0,70000000000.0,,
YN,N2309,YN N2309 BHZ ,24.700000,97.950000,0.0,70000000000.0,,
FJ,C5303,FJ C5303 BHZ ,24.990000,118.800000,0.0,70000000000.0,,
YN,J2823,YN J2823 BHZ ,22.990000,100.120000,0.0,70000000000.0,,
SD,P0050,SD P0050 BHZ ,36.230000,116.030000,0.0,70000000000.0,,
LN,B0068,LN B0068 BHZ ,38.870000,121.260000,0.0,70000000000.0,,
YN,C0207,YN C0207 BHZ ,27.210000,103.710000,0.0,70000000000.0,,
YN,S2701,YN S2701 BHZ ,23.310000,99.060000,0.0,70000000000.0,,
QH,B0091,QH B0091 BHZ ,35.790000,102.220000,0.0,70000000000.0,,
QH,D0034,QH D0034 BHZ ,34.970000,101.500000,0.0,70000000000.0,,
GX,AB003,GX AB003 BHZ ,23.050000,108.750000,0.0,70000000000.0,,
GS,P001D,GS P001D BHZ ,34.660000,103.190000,0.0,70000000000.0,,
SC,LSLM,SC LSLM BHZ ,30.260000,103.010000,0.0,70000000000.0,,
FJ,H9012,FJ H9012 BHZ ,26.960000,118.460000,0.0,70000000000.0,,
YN,C2708,YN C2708 BHZ ,27.700000,104.790000,0.0,70000000000.0,,
GS,N0002,GS N0002 BHZ ,35.640000,103.310000,0.0,70000000000.0,,
TJ,A0038,TJ A0038 BHZ ,38.710000,116.920000,0.0,70000000000.0,,
HE,B0084,HE B0084 BHZ ,40.150000,118.680000,0.0,70000000000.0,,
YN,M0208,YN M0208 BHZ ,25.270000,99.340000,0.0,70000000000.0,,
XJ,P0019,XJ P0019 BHZ ,39.150000,73.950000,0.0,70000000000.0,,
GD,A1805,GD A1805 BHZ ,23.160000,113.590000,0.0,70000000000.0,,
QH,B0031,QH B0031 BHZ ,36.240000,102.690000,0.0,70000000000.0,,
QH,A0039,QH A0039 BHZ ,36.830000,101.300000,0.0,70000000000.0,,
YN,M0205,YN M0205 BHZ ,25.160000,98.820000,0.0,70000000000.0,,
GD,QY002,GD QY002 BHZ ,22.060000,111.500000,0.0,70000000000.0,,
SD,LSH,SD LSH BHZ ,35.810000,116.080000,0.0,70000000000.0,,
FJ,CN001,FJ CN001 BHZ ,24.960000,118.380000,0.0,70000000000.0,,
SC,A3103,SC A3103 BHZ ,30.320000,103.600000,0.0,70000000000.0,,
HA,F0008,HA F0008 BHZ ,35.970000,114.130000,0.0,70000000000.0,,
XJ,F0071,XJ F0071 BHZ ,43.930000,81.380000,0.0,70000000000.0,,
SC,DFU,SC DFU BHZ ,30.990000,101.120000,0.0,70000000000.0,,
HA,E0032,HA E0032 BHZ ,35.840000,114.320000,0.0,70000000000.0,,
YN,M2301,YN M2301 BHZ ,24.570000,99.030000,0.0,70000000000.0,,
GD,G2512,GD G2512 BHZ ,20.480000,110.510000,0.0,70000000000.0,,
YN,C2530,YN C2530 BHZ ,27.670000,103.500000,0.0,70000000000.0,,
FJ,A0006,FJ A0006 BHZ ,25.810000,118.950000,0.0,70000000000.0,,
FJ,LYJJ,FJ LYJJ BHZ ,26.550000,119.760000,0.0,70000000000.0,,
XJ,Q0005,XJ Q0005 BHZ ,39.960000,78.850000,0.0,70000000000.0,,
YN,E0105,YN E0105 BHZ ,24.930000,101.480000,0.0,70000000000.0,,
GS,D0012,GS D0012 BHZ ,35.760000,105.330000,0.0,70000000000.0,,
SC,J0405,SC J0405 BHZ ,30.400000,105.460000,0.0,70000000000.0,,
YN,P2110,YN P2110 BHZ ,27.270000,100.370000,0.0,70000000000.0,,
FJ,D2101,FJ D2101 BHZ ,24.520000,118.170000,0.0,70000000000.0,,
YN,SYX01,YN SYX01 BHZ ,24.210000,100.190000,0.0,70000000000.0,,
YN,RD004,YN RD004 BHZ ,27.800000,99.300000,0.0,70000000000.0,,
XJ,Q00A0,XJ Q00A0 BHZ ,38.230000,77.370000,0.0,70000000000.0,,
YN,P2416,YN P2416 BHZ ,27.420000,100.790000,0.0,70000000000.0,,
GS,FG205,GS FG205 BHZ ,40.680000,96.420000,0.0,70000000000.0,,
GS,D003D,GS D003D BHZ ,36.410000,105.350000,0.0,70000000000.0,,
GS,N0005,GS N0005 BHZ ,35.720000,103.610000,0.0,70000000000.0,,
YN,D2639,YN D2639 BHZ ,26.560000,103.760000,0.0,70000000000.0,,
YN,J2403,YN J2403 BHZ ,23.060000,100.430000,0.0,70000000000.0,,
YN,N2405,YN N2405 BHZ ,24.250000,98.010000,0.0,70000000000.0,,
SD,P000D,SD P000D BHZ ,36.400000,116.040000,0.0,70000000000.0,,
SD,G003C,SD G003C BHZ ,36.620000,118.530000,0.0,70000000000.0,,
XJ,P0025,XJ P0025 BHZ ,38.420000,76.180000,0.0,70000000000.0,,
GS,H0009,GS H0009 BHZ ,37.830000,102.900000,0.0,70000000000.0,,
HE,F0132,HE F0132 BHZ ,39.270000,114.670000,0.0,70000000000.0,,
YN,J2506,YN J2506 BHZ ,24.060000,100.810000,0.0,70000000000.0,,
GS,D0014,GS D0014 BHZ ,35.850000,105.340000,0.0,70000000000.0,,
GS,K0052,GS K0052 BHZ ,33.680000,106.200000,0.0,70000000000.0,,
FJ,B1002,FJ B1002 BHZ ,25.580000,119.090000,0.0,70000000000.0,,
GD,G8112,GD G8112 BHZ ,21.670000,110.130000,0.0,70000000000.0,,
YN,TUS,YN TUS BHZ ,25.610000,100.250000,0.0,70000000000.0,,
GS,DJ201,GS DJ201 BHZ ,37.400000,104.240000,0.0,70000000000.0,,
XJ,FX003,XJ FX003 BHZ ,43.430000,82.930000,0.0,70000000000.0,,
HE,E0051,HE E0051 BHZ ,36.960000,114.300000,0.0,70000000000.0,,
GZ,EX001,GZ EX001 BHZ ,25.430000,105.180000,0.0,70000000000.0,,
YN,C2226,YN C2226 BHZ ,26.650000,103.160000,0.0,70000000000.0,,
XJ,E0007,XJ E0007 BHZ ,45.030000,82.580000,0.0,70000000000.0,,
YN,KJH02,YN KJH02 BHZ ,21.810000,101.000000,0.0,70000000000.0,,
YN,CY010,YN CY010 BHZ ,28.200000,103.850000,0.0,70000000000.0,,
YN,S2310,YN S2310 BHZ ,24.100000,99.340000,0.0,70000000000.0,,
YN,J2413,YN J2413 BHZ ,23.370000,100.170000,0.0,70000000000.0,,
SC,Z2102,SC Z2102 BHZ ,30.080000,104.140000,0.0,70000000000.0,,
SD,Q007E,SD Q007E BHZ ,35.420000,117.780000,0.0,70000000000.0,,
XJ,B0037,XJ B0037 BHZ ,43.760000,89.130000,0.0,70000000000.0,,
SD,M0039,SD M0039 BHZ ,37.490000,118.080000,0.0,70000000000.0,,
GS,G000D,GS G000D BHZ ,38.020000,101.340000,0.0,70000000000.0,,
TJ,TJH,TJ TJH BHZ ,38.750000,117.560000,0.0,70000000000.0,,
YN,M0216,YN M0216 BHZ ,25.460000,99.020000,0.0,70000000000.0,,
XJ,B0046,XJ B0046 BHZ ,44.300000,86.190000,0.0,70000000000.0,,
FJ,B4407,FJ B4407 BHZ ,25.190000,119.080000,0.0,70000000000.0,,
SC,W2303,SC W2303 BHZ ,27.500000,101.040000,0.0,70000000000.0,,
SD,Q0009,SD Q0009 BHZ ,34.930000,118.480000,0.0,70000000000.0,,
FJ,ZPCH,FJ ZPCH BHZ ,24.140000,117.870000,0.0,70000000000.0,,
FJ,ET001,FJ ET001 BHZ ,24.620000,117.760000,0.0,70000000000.0,,
SC,L2903,SC L2903 BHZ ,29.050000,103.880000,0.0,70000000000.0,,
FJ,A8003,FJ A8003 BHZ ,26.530000,119.740000,0.0,70000000000.0,,
GX,KR001,GX KR001 BHZ ,22.860000,110.540000,0.0,70000000000.0,,
HE,A0101,HE A0101 BHZ ,37.780000,114.960000,0.0,70000000000.0,,
GS,H0011,GS H0011 BHZ ,39.010000,103.680000,0.0,70000000000.0,,
YN,CYJ01,YN CYJ01 BHZ ,28.110000,104.230000,0.0,70000000000.0,,
SD,R0063,SD R0063 BHZ ,35.180000,115.510000,0.0,70000000000.0,,
XJ,E002B,XJ E002B BHZ ,44.950000,81.430000,0.0,70000000000.0,,
YN,A2804,YN A2804 BHZ ,26.190000,102.280000,0.0,70000000000.0,,
FJ,E6411,FJ E6411 BHZ ,23.720000,117.160000,0.0,70000000000.0,,
YN,PY001,YN PY001 BHZ ,26.770000,99.990000,0.0,70000000000.0,,
SD,P003B,SD P003B BHZ ,35.990000,115.480000,0.0,70000000000.0,,
QH,CQ011,QH CQ011 BHZ ,38.210000,100.050000,0.0,70000000000.0,,
SC,PSFR,SC PSFR BHZ ,27.930000,104.540000,0.0,70000000000.0,,
NX,E0037,NX E0037 BHZ ,37.450000,105.840000,0.0,70000000000.0,,
YN,SSJ01,YN SSJ01 BHZ ,23.490000,99.840000,0.0,70000000000.0,,
HA,G0003,HA G0003 BHZ ,35.080000,114.760000,0.0,70000000000.0,,
LN,CX001,LN CX001 BHZ ,40.350000,123.160000,0.0,70000000000.0,,
GS,D0025,GS D0025 BHZ ,37.170000,103.710000,0.0,70000000000.0,,
SC,T2407,SC T2407 BHZ ,29.160000,102.410000,0.0,70000000000.0,,
NX,A0019,NX A0019 BHZ ,38.240000,106.360000,0.0,70000000000.0,,
NX,E0011,NX E0011 BHZ ,36.420000,105.520000,0.0,70000000000.0,,
XJ,WUS,XJ WUS BHZ ,41.200000,79.220000,0.0,70000000000.0,,
SC,RTA,SC RTA BHZ ,32.270000,100.980000,0.0,70000000000.0,,
FJ,CQ001,FJ CQ001 BHZ ,25.120000,118.920000,0.0,70000000000.0,,
SD,QY001,SD QY001 BHZ ,36.140000,118.610000,0.0,70000000000.0,,
FJ,G7008,FJ G7008 BHZ ,26.130000,117.770000,0.0,70000000000.0,,
HE,XIH,HE XIH BHZ ,37.530000,115.240000,0.0,70000000000.0,,
GD,Q0410,GD Q0410 BHZ ,21.870000,112.280000,0.0,70000000000.0,,
YN,G3103,YN G3103 BHZ ,23.010000,102.390000,0.0,70000000000.0,,
SD,C0038,SD C0038 BHZ ,36.510000,117.950000,0.0,70000000000.0,,
YN,C2804,YN C2804 BHZ ,27.560000,104.260000,0.0,70000000000.0,,
QH,D0002,QH D0002 BHZ ,35.670000,101.830000,0.0,70000000000.0,,
YN,JM001,YN JM001 BHZ ,23.130000,101.760000,0.0,70000000000.0,,
SC,U3104,SC U3104 BHZ ,32.990000,101.600000,0.0,70000000000.0,,
GD,D2301,GD D2301 BHZ ,23.430000,117.130000,0.0,70000000000.0,,
YN,D2616,YN D2616 BHZ ,26.310000,103.230000,0.0,70000000000.0,,
SD,C0030,SD C0030 BHZ ,36.670000,117.730000,0.0,70000000000.0,,
YN,S2706,YN S2706 BHZ ,23.350000,99.410000,0.0,70000000000.0,,
XZ,JDA,XZ JDA BHZ ,31.440000,98.140000,0.0,70000000000.0,,
XJ,P001C,XJ P001C BHZ ,38.040000,75.750000,0.0,70000000000.0,,
NX,C001B,NX C001B BHZ ,38.130000,106.050000,0.0,70000000000.0,,
YN,GJS01,YN GJS01 BHZ ,23.920000,102.890000,0.0,70000000000.0,,
XJ,Q0093,XJ Q0093 BHZ ,39.000000,77.100000,0.0,70000000000.0,,
SC,V3272,SC V3272 BHZ ,32.670000,98.230000,0.0,70000000000.0,,
XJ,P0056,XJ P0056 BHZ ,39.900000,74.400000,0.0,70000000000.0,,
SC,51LDL,SC 51LDL BHZ ,29.790000,102.230000,0.0,70000000000.0,,
YN,FXP01,YN FXP01 BHZ ,24.040000,101.990000,0.0,70000000000.0,,
SC,K2505,SC K2505 BHZ ,29.690000,104.950000,0.0,70000000000.0,,
SD,Q0054,SD Q0054 BHZ ,34.960000,117.800000,0.0,70000000000.0,,
XJ,P0022,XJ P0022 BHZ ,38.460000,75.960000,0.0,70000000000.0,,
XJ,A002A,XJ A002A BHZ ,43.890000,87.290000,0.0,70000000000.0,,
QH,C0033,QH C0033 BHZ ,37.540000,101.420000,0.0,70000000000.0,,
TJ,XT003,TJ XT003 BHZ ,39.160000,117.690000,0.0,70000000000.0,,
XJ,AJ004,XJ AJ004 BHZ ,43.870000,87.420000,0.0,70000000000.0,,
GD,M2406,GD M2406 BHZ ,23.620000,115.620000,0.0,70000000000.0,,
GS,EZ001,GS EZ001 BHZ ,34.990000,106.220000,0.0,70000000000.0,,
SC,V3710,SC V3710 BHZ ,29.300000,100.080000,0.0,70000000000.0,,
YN,D2606,YN D2606 BHZ ,26.800000,103.500000,0.0,70000000000.0,,
SC,KZ001,SC KZ001 BHZ ,29.770000,104.850000,0.0,70000000000.0,,
SD,M0001,SD M0001 BHZ ,37.170000,118.100000,0.0,70000000000.0,,
HE,T0009,HE T0009 BHZ ,37.160000,115.770000,0.0,70000000000.0,,
SX,C0014,SX C0014 BHZ ,37.960000,113.870000,0.0,70000000000.0,,
YN,K0106,YN K0106 BHZ ,22.370000,101.130000,0.0,70000000000.0,,
YN,KJH06,YN KJH06 BHZ ,22.190000,100.760000,0.0,70000000000.0,,
SD,J001A,SD J001A BHZ ,35.850000,116.800000,0.0,70000000000.0,,
GD,L2408,GD L2408 BHZ ,23.880000,114.100000,0.0,70000000000.0,,
SN,E0062,SN E0062 BHZ ,35.330000,110.020000,0.0,70000000000.0,,
FJ,A5006,FJ A5006 BHZ ,25.990000,119.610000,0.0,70000000000.0,,
XJ,KK002,XJ KK002 BHZ ,42.240000,88.190000,0.0,70000000000.0,,
XJ,PH001,XJ PH001 BHZ ,40.850000,77.970000,0.0,70000000000.0,,
GD,P0202,GD P0202 BHZ ,23.570000,114.620000,0.0,70000000000.0,,
GD,DH002,GD DH002 BHZ ,23.230000,116.780000,0.0,70000000000.0,,
HE,F0018,HE F0018 BHZ ,38.350000,115.000000,0.0,70000000000.0,,
SX,L0110,SX L0110 BHZ ,36.470000,111.110000,0.0,70000000000.0,,
HE,B1008,HE B1008 BHZ ,39.830000,117.740000,0.0,70000000000.0,,
SD,C0003,SD C0003 BHZ ,37.230000,117.680000,0.0,70000000000.0,,
HE,T0034,HE T0034 BHZ ,37.920000,116.060000,0.0,70000000000.0,,
GD,G8115,GD G8115 BHZ ,21.580000,110.060000,0.0,70000000000.0,,
GD,D1304,GD D1304 BHZ ,23.440000,116.330000,0.0,70000000000.0,,
YN,ES001,YN ES001 BHZ ,24.410000,101.960000,0.0,70000000000.0,,
GS,K000F,GS K000F BHZ ,33.450000,105.390000,0.0,70000000000.0,,
GS,K001C,GS K001C BHZ ,33.560000,104.650000,0.0,70000000000.0,,
SC,ZZLJ,SC ZZLJ BHZ ,29.910000,105.030000,0.0,70000000000.0,,
GS,E005D,GS E005D BHZ ,35.060000,106.100000,0.0,70000000000.0,,
SC,JAN,SC JAN BHZ ,28.810000,105.160000,0.0,70000000000.0,,
GD,H2305,GD H2305 BHZ ,23.630000,112.410000,0.0,70000000000.0,,
GD,YGJ,GD YGJ BHZ ,21.860000,111.960000,0.0,70000000000.0,,
QH,C0009,QH C0009 BHZ ,36.960000,100.980000,0.0,70000000000.0,,
SC,HLTA,SC HLTA BHZ ,26.350000,102.300000,0.0,70000000000.0,,
YN,C2244,YN C2244 BHZ ,27.330000,102.910000,0.0,70000000000.0,,
QH,ZEKNX,QH ZEKNX BHZ ,35.040000,100.890000,0.0,70000000000.0,,
HA,EL003,HA EL003 BHZ ,35.770000,113.930000,0.0,70000000000.0,,
SD,C0008,SD C0008 BHZ ,36.910000,118.060000,0.0,70000000000.0,,
HE,A0035,HE A0035 BHZ ,38.350000,114.430000,0.0,70000000000.0,,
GS,YJGST,GS YJGST BHZ ,35.960000,103.450000,0.0,70000000000.0,,
GS,J0029,GS J0029 BHZ ,34.970000,104.790000,0.0,70000000000.0,,
HE,J0020,HE J0020 BHZ ,38.120000,117.360000,0.0,70000000000.0,,
TJ,QD002,TJ QD002 BHZ ,39.420000,117.640000,0.0,70000000000.0,,
YN,C2239,YN C2239 BHZ ,27.400000,103.060000,0.0,70000000000.0,,
GD,PJ001,GD PJ001 BHZ ,23.500000,114.690000,0.0,70000000000.0,,
GS,J0027,GS J0027 BHZ ,35.250000,104.490000,0.0,70000000000.0,,
GS,HNIHS,GS HNIHS BHZ ,35.690000,105.070000,0.0,70000000000.0,,
FJ,E6103,FJ E6103 BHZ ,24.640000,117.680000,0.0,70000000000.0,,
HE,R0033,HE R0033 BHZ ,38.760000,116.510000,0.0,70000000000.0,,
YN,LE002,YN LE002 BHZ ,26.100000,99.770000,0.0,70000000000.0,,
SC,RLZJ,SC RLZJ BHZ ,30.970000,100.320000,0.0,70000000000.0,,
SD,Q0004,SD Q0004 BHZ ,35.150000,118.300000,0.0,70000000000.0,,
HE,B0051,HE B0051 BHZ ,39.420000,119.000000,0.0,70000000000.0,,
NX,D0044,NX D0044 BHZ ,36.030000,106.260000,0.0,70000000000.0,,
XJ,G000A,XJ G000A BHZ ,44.560000,85.520000,0.0,70000000000.0,,
XJ,N0005,XJ N0005 BHZ ,41.740000,80.630000,0.0,70000000000.0,,
HA,E001B,HA E001B BHZ ,36.110000,114.310000,0.0,70000000000.0,,
SD,M0021,SD M0021 BHZ ,37.930000,117.850000,0.0,70000000000.0,,
GD,E0802,GD E0802 BHZ ,22.940000,112.860000,0.0,70000000000.0,,
SC,W3504,SC W3504 BHZ ,28.840000,102.770000,0.0,70000000000.0,,
SC,51CDZ,SC 51CDZ BHZ ,30.560000,104.090000,0.0,70000000000.0,,
